utterance_id,conversation_id,text,speaker_id,character_name,gender,movie_id,movie_name,release_year,rating,votes,genre,entities,sentiment
L31812,L31796,"It's cold, David, and I'm so alone. The undead surround me. Have you ever talked to a corpse? It's boring! I'm lonely! Kill yourself, David, before you kill others.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON'), ('David', 'PERSON')]",-0.9686
L31811,L31796,Nurse! Oh God! Alex!,u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Alex', 'PERSON')]",0.4545
L31810,L31796,"The supernatural! The powers of darkness! It's all true. Take your own life! Suicide, David. Join me.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Suicide', 'PERSON'), ('David', 'PERSON')]",-0.5229
L31808,L31796,"Listen to me! Take your own life, David. It's our only chance.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON')]",0.3164
L31806,L31796,"David, please believe me. You will kill people, David. You've got to stop the bloodshed before it begins.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON'), ('David', 'PERSON')]",-0.6808
L31805,L31796,You're talking like Boris Karloff! It's movie dialogue!,u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Boris Karloff', 'PERSON')]",0.4738
L31803,L31796,"Jack, please go away. Please go away.",u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Jack', 'PERSON')]",0.5574
L31801,L31796,"Stop it, Jack.",u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Jack', 'PERSON')]",-0.296
L31794,L31781,The wolf's bloodline must be severed. The last remaining werewolf must be destroyed.,u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('wolf', 'PERSON')]",-0.6908
L31787,L31781,"If you love me so much, Jack, you'll realize how disconcerting it is to share one's breakfast with the living dead!",u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Jack', 'PERSON')]",0.3382
L31784,L31781,"David, now I know this may be hard for you, but I have to warn you.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON')]",-0.2023
L31778,L31770,So you know what she does? She's so grief stricken she runs to find solace in Rudy Levine's bed.,u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[(""Rudy Levine's"", 'PERSON')]",-0.8269
L31776,L31770,Debbie Klein cried a lot.,u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Debbie Klein', 'ORG')]",-0.3818
L31772,L31770,"I'm sorry to be upsetting you, David, but I had to come.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON')]",-0.296
L31770,L31770,David! You're hurting my feelings.,u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON')]",-0.4574
L31766,L31765,"Get the fuck out of here, Jack.",u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Jack', 'PERSON')]",-0.5423
L31497,L31497,"Shit! David, what is that?",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON')]",-0.5983
L31471,L31470,I'm well aware of how pleasant the weather is in Rome at the present time thank you.,u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Rome', 'GPE')]",0.7845
L31462,L31461,"I don't know. Now that we're out here and it's three degrees, I'm not so sure I wouldn't rather face a blood-thirsty mob.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('three degrees', 'QUANTITY')]",-0.3556
L31440,L31440,"Jack, we'd better go.",u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Jack', 'PERSON')]",0.4404
L31383,L31377,"David, before we go in there I want you to know that - no matter what happens to us - it's your fault.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON')]",-0.5423
L31382,L31377,A severed wolf's head on a pike as their symbol.,u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('wolf', 'PERSON')]",-0.3612
L31380,L31377,"Of course, The Slaughtered Lamb. Why else would they have a severed wolf's head on a spear as their symbol?",u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('The Slaughtered Lamb', 'WORK_OF_ART'), ('wolf', 'PERSON')]",-0.3612
L31378,L31377,"Of course, The Slaughtered Lamb. Why else would they have a severed fox head on a spear as their symbol?",u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('The Slaughtered Lamb', 'WORK_OF_ART')]",-0.3612
L31370,L31362,Rendezvous in Rome starring Jack Goodman and Debbie Klein. The love affair that shocked Europe! See torrid lovemaking at its most explicit! See Jack and Debbie expose their lust in the sacred halls of the Vatican! Never has the screen dared...,u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Rome', 'GPE'), ('Jack Goodman', 'PERSON'), ('Debbie Klein', 'ORG'), ('Europe', 'LOC'), ('Jack', 'PERSON'), ('Debbie', 'ORG'), ('Vatican', 'FAC')]",0.4898
L31364,L31362,Debbie is not mediocre and she has one of the great bodies of all time.,u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Debbie', 'ORG')]",0.6249
L31363,L31362,I think Debbie Klein is a mediocre person with a good body.,u274,DAVID,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Debbie Klein', 'PERSON')]",0.4404
L31360,L31359,"I'm sorry. Northern England first, Italy later.",u276,JACK,m,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Northern England', 'LOC'), ('first', 'ORDINAL'), ('Italy', 'GPE')]",-0.0772
L32123,L32122,"Regardless of what you think, Lieutenant, the fact remains that David is missing and that we must find him.",u275,DR. HIRSCH,M,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON')]",-0.296
L31613,L31612,Has David Kessler anything to say concerning the attack on the moors?,u277,LT. VILLIERS,?,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David Kessler', 'PERSON')]",-0.4767
L31603,L31602,"Well, then, what can I do for Scotland Yard?",u275,DR. HIRSCH,M,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Scotland Yard', 'ORG')]",0.2732
L31882,L31881,Campari and soda would do nicely.,u275,DR. HIRSCH,M,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Campari', 'ORG')]",0.4404
L32132,L32132,"I cannot accept a connection between David Kessler and last night's murders. We will find him, however. I can assure you of that.",u277,LT. VILLIERS,?,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David Kessler', 'PERSON'), (""last night's"", 'TIME')]",-0.5837
L31622,L31617,"That is precisely my point. David, as far as we are concerned, the matter is closed. We won't trouble you any further. Good day.",u277,LT. VILLIERS,?,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('David', 'PERSON'), ('Good day', 'DATE')]",0.6437
L31618,L31617,"Sgt. McManus, are you suggesting that David and Jack were, in fact, attacked by some animal and that the officialdom of East Proctor has conspired to keep it a secret? We have an autopsy report on the murderer who was shot in the act by the local police. We have two witnesses to the crime. You'll forgive me, Mr. Kessler, if I consider your testimony as coming from someone who has gone through a terrible shock.",u277,LT. VILLIERS,?,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('McManus', 'PERSON'), ('David', 'PERSON'), ('Jack', 'PERSON'), ('East Proctor', 'LOC'), ('two', 'CARDINAL'), ('Kessler', 'PERSON')]",-0.9403
L31617,L31617,"He may have a point, Lieutenant. Two strong boys would be able to defend themselves against one man.",u282,SGT. MCMANUS,?,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Two', 'CARDINAL'), ('one', 'CARDINAL')]",0.5106
L31606,L31605,Has Mr. Kessler said anything regarding the attack on the moors?,u277,LT. VILLIERS,?,m17,an american werewolf in london,1981,7.5,24443,"[, ', h, o, r, r, o, r, ', ,,  , ', r, o, m, a, n, c, e, ', ]","[('Kessler', 'PERSON')]",-0.4767
L34759,L34758,"I'll tell you why. I don't like the crowd you're mixed up with.  Personally, you can have all the credit you want. But for that deal - not a cent.",u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('a cent', 'MONEY')]",0.1015
L34758,L34758,"Tom, I never had trouble getting credit from you before. When I was flat broke you gave me all the money I wanted. Now I come to you with a swell deal, and the greatest",u284,BILL,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Tom', 'PERSON')]",0.7398
L35122,L35121,"I was the first one to see it. I was coming down the stairs, and there was the watchman lying dead at my feet.",u303,OSCAR,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('first', 'ORDINAL')]",-0.8271
L35049,L35049,"And listen, wise guy - I'm setting friend time clock for exactly nine o'clock, so no squawks out of you guys in the morning.",u297,MATT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[(""exactly nine o'clock"", 'TIME')]",0.5321
L35046,L35045,"I'm fourteen cents out, and it took me half an hour to find the mistake. And me with a date, too.",u285,CHARLIE,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('fourteen cents', 'MONEY'), ('half an hour', 'TIME')]",-0.34
L35045,L35045,"What's the matter, Charlie?",u297,MATT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Charlie', 'PERSON')]",0.0258
L34639,L34637,"Say pal, did you ever hear of a Depression?",u285,CHARLIE,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Depression', 'EVENT')]",-0.5719
L34634,L34634,"I'll pay it back to you Saturday - on the level I will. Give a guy a break, will you? I've got to get it back in my account. If Helen ever finds out that I",u297,MATT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Saturday', 'DATE'), ('Helen', 'GPE')]",-0.1027
L34628,L34628,"Say, do me a favor, will you Charlie?",u297,MATT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Charlie', 'PERSON')]",0.4019
L35355,L35355,You know Dickson as well as we do. He'll shut the doors before he gives up control.,u302,O'BRIEN,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON')]",0.2732
L34825,L34824,"Take it easy, Clark.",u302,O'BRIEN,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Clark', 'PERSON')]",0.4404
L34677,L34676,Dickson doesn't have to go. But he must agree to this merger with New York Trust,u286,CLARK,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'ORG'), ('New York Trust', 'ORG')]",0.8271
L35482,L35482,"Dickson, I'd like to talk to you about the bank.",u286,CLARK,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON')]",0.3612
L35344,L35343,"I can't? You just wait and see. If that run doesn't stop within the next hour, I'll shut the doors. You know what that means? The bank examiner will step in tomorrow. You'll be forced to liquidate. I'll insist upon it. The depositors will be paid one hundred cents on the dollar. What's left you gentlemen can have. But I'll guarantee there won't be enough to pay your next month's garage bill.",u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('the next hour', 'TIME'), ('tomorrow', 'DATE'), ('one hundred cents', 'MONEY'), (""next month's"", 'DATE')]",0.1788
L35339,L35337,"No. You can't reason with anyone else when you're in a jam. We pleaded with you to keep liquid, but you wouldn't listen to us. You preached to us about faith and a lot of other rubbish. Now you want our help. You want us to throw a lot of cash into a bank that you've wrecked. All right. There's one way you can get it. Give us an option on your stock and resign as president.",u286,CLARK,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('one', 'CARDINAL')]",0.6652
L35337,L35337,The depositors you were protecting were the first ones to pounce on you. You thought they were your friends. Why don't you go out there now and try and get some help from them?,u286,CLARK,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('first', 'ORDINAL')]",0.7003
L35332,L35330,"I know that among you, you have at least a million dollars in various banks throughout the city. Get that money over here and I'll stop this run within five minutes.",u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('at least a million dollars', 'MONEY'), ('five minutes', 'TIME')]",-0.296
L35330,L35330,We'll be forced to shut the doors. I've worked twenty-five years night and day to keep this bank alive. You've all made money out of it. Are you willing to help?,u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('twenty-five years night', 'DATE')]",0.3182
L34922,L34920,"Yes! You said it, Clark. That's the only thing that means anything to me.",u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Clark', 'PERSON')]",0.4574
L34921,L34920,"Gentlemen, you notice Mr. Dickson refuses to consider our wishes. He refuses an offer to merge with the New York Trust - the only thing that will put this bank on safe ground. He insists upon running a bank on so flimsy a thing as . . . as faith!",u286,CLARK,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON'), ('the New York Trust', 'ORG')]",0.8718
L34913,L34912,"I know, Dickson. That's all very well. But you're taking too many chances. In these times a bank should keep liquid in case of trouble. In case of emergency!",u286,CLARK,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON')]",-0.6537
L34829,L34829,What's the matter with my policy? How many losses has this bank taken in the last twenty-five years?  I'll tell you. Not a single one!  What's wrong with that kind of banking?,u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('twenty-five years', 'DATE')]",-0.7602
L34798,L34797,"I think, Mr. Dickson, we would like to have a little of your very valuable time here at the bank this morning, if you don't mind.",u286,CLARK,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON'), ('this morning', 'TIME')]",0.7089
L34797,L34797,"Say, you know, I found out something yesterday about hitting a golf ball. You've got to hit with the left hand, and from the inside out, it's the only way you can hit anything",u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('yesterday', 'DATE')]",0.4939
L35455,L35451,"He won't believe it, Mr. Dickson. But it's the truth - honest it is. I was in my apartment last night - ask your wife - she",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON'), ('last night', 'TIME')]",0.8126
L35453,L35451,"I didn't kill him! I had nothing to do with that, I tell you! I was home in my apartment last night - I can prove it!",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('last night', 'TIME')]",0.6822
L35451,L35451,"I was crazy, I tell you, Mr. Dickson. I didn't know what I was doing. I wandered around in a daze. All I could think of was that they were going to kill me . . .  You'll stand by me, won't you, Mr. Dickson? You won't go back on me now, will you? I'll die if they send me to prison!",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON'), ('Dickson', 'PERSON')]",-0.949
L35430,L35430,"Don't be a fool, Cluett. This is only going to make it worse for you.",u294,INSPECTOR,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cluett', 'PERSON')]",-0.1764
L35412,L35410,"It's one of the boys from headquarters. He always sings ""Mother Machree"" whenever he's got good news. Looks like this case'll be settled in no time.",u294,INSPECTOR,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Mother Machree', 'WORK_OF_ART')]",0.4939
L35411,L35410,"Somebody must be in good humor. He was humming ""Mother Machree.""",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Mother Machree', 'WORK_OF_ART')]",0.6124
L35403,L35401,"Looks like you're going to have no trouble at all. What was the lady's name, Mr. Cluett?",u294,INSPECTOR,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cluett', 'PERSON')]",-0.34
L35397,L35397,"I hope you don't mind me asking you a few questions, Mr. Cluett.",u294,INSPECTOR,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cluett', 'PERSON')]",0.4404
L35472,L35472,"She wasn't to blame, Mr. Dickson. It wasn't her fault. Honest, it wasn't. I begged her to come up. She didn't",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON')]",0.1511
L35459,L35458,"Nothing, nothing, Mr. Dickson. Don't pay any attention to me. I don't know what I'm saying.",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON')]",0.0762
L35444,L35439,"But I didn't kill that man last night. Honest I didn't, Mr. Dickson!",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('last night', 'TIME'), ('Dickson', 'PERSON')]",0.8968
L35442,L35439,Gambling - I owed them a lot of money. Last week I lost over fifty thousand dollars!,u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Last week', 'DATE'), ('fifty thousand dollars', 'MONEY')]",-0.3802
L35440,L35439,"I don't know. It's all been like a crazy nightmare, Mr. Dickson.",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON')]",0.0258
L34879,L34878,"You? No, you'll be all right, so long as you establish an alibi for tonight.",u289,DUDE,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('tonight', 'TIME')]",-0.296
L34851,L34850,"I'm sorry, Dude, butI",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dude', 'PERSON')]",-0.0772
L34850,L34850,"Then what did you want to gamble for? If you'd have beat us out of fifty G's, you'd have been paid, wouldn't you? Well, we want our dough.",u289,DUDE,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('fifty', 'CARDINAL')]",-0.1466
L34848,L34846,That's your funeral. We've got fifty thousand dollars comin' to us.,u289,DUDE,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('fifty thousand dollars', 'MONEY')]",-0.3612
L34847,L34846,"I know, I know, Dude. Oh, I must have been crazy! I lost my head completely!",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dude', 'PERSON')]",-0.6467
L35071,L35071,"You know, there ought to be a Congressional Medal for men like you. America's comfort to misunderstood wives. I never thought I would find myself in that class.",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('a Congressional Medal', 'ORG'), ('America', 'GPE')]",0.6908
L35069,L35063,"No. No, I'm afraid papa isn't that much interested. He's too busy rushing off to Philadelphia to make stuffy, old speeches at stuffy, old bankers' meetings. Too busy closing big, important deals  I think I will have a drink.",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Philadelphia', 'GPE')]",-0.5938
L35068,L35063,What's the matter? Afraid papa will spank?,u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Afraid', 'PERSON')]",0.1179
L34948,L34944,"Why, Cyril, you're insane",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cyril', 'PERSON')]",-0.4019
L34947,L34944,"I've loved you ever since I can remember, long before you married Tom Dickson.",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Tom Dickson', 'PERSON')]",0.5994
L34945,L34944,Don't you know I've been crazy about you for years?,u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('years', 'DATE')]",-0.34
L34938,L34932,"Don't be silly, Cyril. These are respectable people. They'd probably bore you to death.",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cyril', 'PERSON')]",-0.4721
L34937,L34932,"Now Phyllis, if you don't invite me, I'm coming anyway.",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Phyllis', 'PERSON')]",-0.1139
L34936,L34932,You? No can do. It's all set. Just a few of Tom's closest friends.,u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Tom', 'PERSON')]",0.2263
L34932,L34932,"But I'm giving a party for him - a real, old-fashioned surprise party. Caps, bells, whistles, and everything. I'm really terribly excited about it. I've been planning it for months.",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('months', 'DATE')]",0.8758
L34930,L34929,"Please, please don't laugh at me, Phyllis. I must see you tonight!",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Phyllis', 'PERSON'), ('tonight', 'TIME')]",0.2425
L34929,L34929,"Oh! Oh, no!  I think I've done enough experimenting for one day. Congratulations, Cyril. You've convinced me that you're a philanderer of the very first order. I shall recommend you highly.",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('one day', 'DATE'), ('Cyril', 'PERSON'), ('first', 'ORDINAL')]",0.8168
L34910,L34909,"Yes, yes, it does. What are you doing tonight, Phyllis?",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('tonight', 'TIME'), ('Phyllis', 'PERSON')]",0.6597
L34907,L34905,"Now let me see, what comes next?  Oh yes, I know - what are you doing tonight, Phyllis?",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('tonight', 'TIME'), ('Phyllis', 'PERSON')]",0.4696
L34900,L34898,"running around. Not your work.  You'd better start reforming, Cyril!",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cyril', 'PERSON')]",0.4926
L35099,L35098,This is my business. Mr. Dickson's been like a father to me.  What has he ever done to you to deserve a deal like this?,u297,MATT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON')]",0.6124
L35098,L35098,"Phyllis, you don't have to explain anything.  You'd do well to mind your own business.",u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Phyllis', 'PERSON')]",0.2732
L35096,L35093,"No?  Then maybe you'll understand, Mrs. Dickson. Oh, gee, he's crazy about you. Nobody knows it better than you. If he ever finds out, it'll kill him.",u297,MATT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Dickson', 'PERSON')]",-0.7506
L35094,L35093,"You've no right to do this to her, Mr. Cluett. Why don't you think it over? It's only gonna get you into a lot of trouble.",u297,MATT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cluett', 'PERSON')]",-0.5994
L35089,L35088,"Oh no, Mr. Cluett, if it's all the same to you, I'd rather not wait. It's about you and Mrs. Dickson.",u297,MATT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cluett', 'PERSON'), ('Dickson', 'PERSON')]",-0.296
L35051,L35051,Are the payrolls ready for tomorrow?,u287,CLUETT,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('tomorrow', 'DATE')]",0.3612
L35569,L35568,"Well, that's too bad. Mine's all right too.",u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Mine', 'ORG')]",-0.34
L35568,L35568,"Good morning, Mr. Dickson. My wife is much better this morning.",u290,GARDINER,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('morning', 'TIME'), ('Dickson', 'PERSON'), ('this morning', 'TIME')]",0.7003
L34736,L34734,I'm feeling fine this morning.,u290,GARDINER,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('this morning', 'TIME')]",0.3182
L34732,L34730,"Much better this morning, thank you.",u290,GARDINER,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('this morning', 'TIME')]",0.6597
L34730,L34730,"Good morning, Mr. Dickson.",u290,GARDINER,?,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('morning', 'TIME'), ('Dickson', 'PERSON')]",0.4404
L35471,L35468,"In Cluett's apartment? Well dear, you see, I . . . I . . .",u299,MRS. DICKSON,f,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cluett', 'PERSON')]",0.5719
L35470,L35468,"Listen, dear. Now tell me the truth about this. Were you in Cluett's apartment?",u288,DICKSON,m,m18,american madness,1932,7.4,702,"[, ', d, r, a, m, a, ', ]","[('Cluett', 'PERSON')]",0.5994
